Date, Bike Price ,Number of Bikes Sold
10/3/2011, $0.31 ,949896000
9/30/2011, $0.32 ,677784000
9/29/2011, $0.34 ,866416000
9/28/2011, $0.35 ,1236532000
9/27/2011, $0.35 ,781388000
9/26/2011, $0.35 ,972124000
9/23/2011, $0.34 ,1011440000
9/22/2011, $0.35 ,1314632000
9/21/2011, $0.37 ,715252000
9/20/2011, $0.38 ,792436000
9/19/2011, $0.38 ,968204000
9/16/2011, $0.39 ,1391588000
9/15/2011, $0.39 ,752908000
9/14/2011, $0.37 ,1547192000
9/13/2011, $0.36 ,853836000
9/12/2011, $0.34 ,916480000
9/9/2011, $0.35 ,869828000
9/8/2011, $0.35 ,880164000
9/7/2011, $0.36 ,1606620000
9/6/2011, $0.31 ,696248000
9/2/2011, $0.32 ,471356000
9/1/2011, $0.34 ,762312000
8/31/2011, $0.34 ,705808000
8/30/2011, $0.33 ,684760000
8/29/2011, $0.33 ,601528000
8/26/2011, $0.31 ,732660000
8/25/2011, $0.32 ,690968000
8/24/2011, $0.33 ,687500000
8/23/2011, $0.31 ,938312000
8/22/2011, $0.30 ,611876000
8/19/2011, $0.29 ,761332000
8/18/2011, $0.31 ,802564000
8/17/2011, $0.33 ,553328000
8/16/2011, $0.33 ,716868000
8/15/2011, $0.33 ,864152000
8/12/2011, $0.37 ,3195784000
8/11/2011, $0.31 ,1078792000
8/10/2011, $0.31 ,1140052000
8/9/2011, $0.30 ,1329832000
8/8/2011, $0.31 ,1084180000
8/5/2011, $0.34 ,1270588000
8/4/2011, $0.36 ,979732000
8/3/2011, $0.36 ,765236000
8/2/2011, $0.36 ,1356432000
8/1/2011, $0.35 ,1019620000
7/29/2011, $0.34 ,677656000
7/28/2011, $0.35 ,648176000
7/27/2011, $0.36 ,652212000
7/26/2011, $0.36 ,698276000
7/25/2011, $0.37 ,566920000
7/22/2011, $0.37 ,737192000
7/21/2011, $0.35 ,1143420000
7/20/2011, $0.36 ,662956000
7/19/2011, $0.35 ,602224000
7/18/2011, $0.35 ,818200000
7/15/2011, $0.35 ,827736000
7/14/2011, $0.37 ,1088996000
7/13/2011, $0.37 ,634368000
7/12/2011, $0.37 ,867604000
7/11/2011, $0.38 ,714388000
7/8/2011, $0.39 ,619516000
7/7/2011, $0.39 ,986136000
7/6/2011, $0.40 ,529580000
7/5/2011, $0.40 ,535296000
7/1/2011, $0.40 ,540804000
6/30/2011, $0.39 ,652300000
6/29/2011, $0.39 ,960544000
6/28/2011, $0.39 ,692200000
6/27/2011, $0.39 ,1142152000
6/24/2011, $0.40 ,529052000
6/23/2011, $0.39 ,744024000
6/22/2011, $0.40 ,651720000
6/21/2011, $0.39 ,704276000
6/20/2011, $0.39 ,745960000
6/17/2011, $0.41 ,1467884000
6/16/2011, $0.42 ,1024908000
6/15/2011, $0.42 ,935916000
6/14/2011, $0.43 ,534576000
6/13/2011, $0.43 ,574760000
6/10/2011, $0.44 ,493548000
6/9/2011, $0.44 ,741632000
6/8/2011, $0.45 ,569288000
6/7/2011, $0.46 ,433956000
6/6/2011, $0.46 ,435988000
6/3/2011, $0.47 ,549300000
6/2/2011, $0.48 ,607592000
6/1/2011, $0.50 ,762208000
5/31/2011, $0.50 ,1200716000
5/27/2011, $0.47 ,658824000
5/26/2011, $0.46 ,706436000
5/25/2011, $0.45 ,545312000
5/24/2011, $0.45 ,720372000
5/23/2011, $0.45 ,588000000
5/20/2011, $0.44 ,575820000
5/19/2011, $0.45 ,650884000
5/18/2011, $0.44 ,658844000
5/17/2011, $0.44 ,1420364000
5/16/2011, $0.46 ,728188000
5/13/2011, $0.48 ,2025192000
5/12/2011, $0.50 ,1224000000
5/11/2011, $0.50 ,616000000
5/10/2011, $0.50 ,690976000
5/9/2011, $0.48 ,706328000
5/6/2011, $0.48 ,841080000
5/5/2011, $0.46 ,544000000
5/4/2011, $0.47 ,639356000
5/3/2011, $0.49 ,808000000
5/2/2011, $0.51 ,613824000
4/29/2011, $0.49 ,836000000
4/28/2011, $0.48 ,684000000
4/27/2011, $0.49 ,450004000
4/26/2011, $0.47 ,676000000
4/25/2011, $0.47 ,619612000
4/21/2011, $0.47 ,421300000
4/20/2011, $0.47 ,650516000
4/19/2011, $0.45 ,659860000
4/18/2011, $0.46 ,743584000
4/15/2011, $0.46 ,969720000
4/14/2011, $0.44 ,1254704000
4/13/2011, $0.44 ,749588000
4/12/2011, $0.43 ,840756000
4/11/2011, $0.44 ,546208000
4/8/2011, $0.46 ,746552000
4/7/2011, $0.44 ,1021208000
4/6/2011, $0.44 ,856984000
4/5/2011, $0.45 ,821076000
4/4/2011, $0.46 ,924328000
4/1/2011, $0.47 ,850072000
3/31/2011, $0.46 ,655112000
3/30/2011, $0.48 ,1176320000
3/29/2011, $0.48 ,715764000
3/28/2011, $0.48 ,1204284000
3/25/2011, $0.49 ,1196392000
3/24/2011, $0.45 ,1780592000
3/23/2011, $0.44 ,782396000
3/22/2011, $0.44 ,718332000
3/21/2011, $0.45 ,751832000
3/18/2011, $0.45 ,886960000
3/17/2011, $0.45 ,1238516000
3/16/2011, $0.44 ,1476520000
3/15/2011, $0.43 ,1256280000
3/14/2011, $0.45 ,1003360000
3/11/2011, $0.45 ,1486832000
3/10/2011, $0.47 ,1722736000
3/9/2011, $0.49 ,1318976000
3/8/2011, $0.52 ,1947184000
3/7/2011, $0.52 ,1019140000
3/4/2011, $0.52 ,959760000
3/3/2011, $0.53 ,1593704000
3/2/2011, $0.54 ,1718140000
3/1/2011, $0.57 ,988448000
2/28/2011, $0.59 ,903696000
2/25/2011, $0.58 ,775652000
2/24/2011, $0.56 ,1246120000
2/23/2011, $0.58 ,1491604000
2/22/2011, $0.62 ,1396648000
2/18/2011, $0.64 ,1394412000
2/17/2011, $0.57 ,3470096000
2/16/2011, $0.57 ,1318364000
2/15/2011, $0.58 ,886980000
2/14/2011, $0.59 ,1287828000
2/11/2011, $0.57 ,1359276000
2/10/2011, $0.57 ,1042352000
2/9/2011, $0.60 ,1277520000
2/8/2011, $0.62 ,1076584000
2/7/2011, $0.63 ,934236000
2/4/2011, $0.64 ,872900000
2/3/2011, $0.64 ,1030776000
2/2/2011, $0.61 ,1606616000
2/1/2011, $0.60 ,654104000
1/31/2011, $0.60 ,750160000
1/28/2011, $0.61 ,1094796000
1/27/2011, $0.62 ,657396000
1/26/2011, $0.61 ,1074660000
1/25/2011, $0.62 ,1086856000
1/24/2011, $0.58 ,2056900000
1/21/2011, $0.57 ,739244000
1/20/2011, $0.55 ,1111408000
1/19/2011, $0.58 ,1197896000
1/18/2011, $0.58 ,1813348000
1/14/2011, $0.57 ,1595352000
1/13/2011, $0.58 ,2695192000
1/12/2011, $0.51 ,3431896000
1/11/2011, $0.52 ,2711088000
1/10/2011, $0.49 ,1750348000
1/7/2011, $0.48 ,2579984000
1/6/2011, $0.44 ,3493312000
1/5/2011, $0.40 ,1428216000
1/4/2011, $0.40 ,651384000
1/3/2011, $0.39 ,817448000
12/31/2010, $0.38 ,391252000
12/30/2010, $0.37 ,174488000
12/29/2010, $0.37 ,177660000
12/28/2010, $0.38 ,194260000
12/27/2010, $0.37 ,255500000
12/23/2010, $0.38 ,273784000
12/22/2010, $0.37 ,477988000
12/21/2010, $0.36 ,466952000
12/20/2010, $0.36 ,344088000
12/17/2010, $0.36 ,593156000
12/16/2010, $0.36 ,631872000
12/15/2010, $0.37 ,624176000
12/14/2010, $0.37 ,755160000
12/13/2010, $0.38 ,609108000
12/10/2010, $0.37 ,451900000
12/9/2010, $0.37 ,942408000
12/8/2010, $0.37 ,613252000
12/7/2010, $0.37 ,1026812000
12/6/2010, $0.37 ,438424000
12/3/2010, $0.36 ,606044000
12/2/2010, $0.36 ,529316000
12/1/2010, $0.35 ,626536000
11/30/2010, $0.34 ,720936000
11/29/2010, $0.34 ,468192000
11/26/2010, $0.34 ,143104000
11/24/2010, $0.34 ,397784000
11/23/2010, $0.34 ,457832000
11/22/2010, $0.34 ,462668000
11/19/2010, $0.33 ,716484000
11/18/2010, $0.33 ,993120000
11/17/2010, $0.32 ,551764000
11/16/2010, $0.32 ,739356000
11/15/2010, $0.33 ,733548000
11/12/2010, $0.33 ,2142560000
11/11/2010, $0.31 ,1089980000
11/10/2010, $0.32 ,521016000
11/9/2010, $0.32 ,633964000
11/8/2010, $0.32 ,605156000
11/5/2010, $0.31 ,735116000
11/4/2010, $0.31 ,700016000
11/3/2010, $0.31 ,671748000
11/2/2010, $0.30 ,581036000
11/1/2010, $0.30 ,473920000
10/29/2010, $0.30 ,554664000
10/28/2010, $0.31 ,704448000
10/27/2010, $0.29 ,496796000
10/26/2010, $0.29 ,675248000
10/25/2010, $0.30 ,673136000
10/22/2010, $0.28 ,1322676000
10/21/2010, $0.28 ,1014428000
10/20/2010, $0.28 ,763532000
10/19/2010, $0.28 ,866136000
10/18/2010, $0.28 ,448156000
10/15/2010, $0.28 ,639940000
10/14/2010, $0.28 ,599172000
10/13/2010, $0.28 ,968732000
10/12/2010, $0.27 ,605208000
10/11/2010, $0.27 ,442680000
10/8/2010, $0.27 ,706932000
10/7/2010, $0.27 ,761488000
10/6/2010, $0.28 ,1057604000
10/5/2010, $0.29 ,753588000
10/4/2010, $0.28 ,749500000
10/1/2010, $0.30 ,999120000
9/30/2010, $0.30 ,787632000
9/29/2010, $0.30 ,974904000
9/28/2010, $0.30 ,723192000
9/27/2010, $0.31 ,999504000
9/24/2010, $0.30 ,1086976000
9/23/2010, $0.29 ,1240872000
9/22/2010, $0.28 ,999996000
9/21/2010, $0.27 ,1779624000
9/20/2010, $0.26 ,443168000
9/17/2010, $0.27 ,416884000
9/16/2010, $0.26 ,365280000
9/15/2010, $0.26 ,555572000
9/14/2010, $0.26 ,698536000
9/13/2010, $0.26 ,1015792000
9/10/2010, $0.26 ,609292000
9/9/2010, $0.26 ,697748000
9/8/2010, $0.25 ,1224156000
9/7/2010, $0.25 ,899820000
9/3/2010, $0.25 ,566484000
9/2/2010, $0.24 ,596292000
9/1/2010, $0.24 ,851440000
8/31/2010, $0.24 ,931488000
8/30/2010, $0.25 ,602804000
8/27/2010, $0.25 ,1060416000
8/26/2010, $0.25 ,657596000
8/25/2010, $0.24 ,757532000
8/24/2010, $0.24 ,641332000
8/23/2010, $0.25 ,748620000
8/20/2010, $0.25 ,1305308000
8/19/2010, $0.24 ,1615100000
8/18/2010, $0.23 ,352920000
8/17/2010, $0.23 ,481224000
8/16/2010, $0.23 ,814008000
8/13/2010, $0.23 ,1797392000
8/12/2010, $0.22 ,1343584000
8/11/2010, $0.23 ,796148000
8/10/2010, $0.24 ,772560000
8/9/2010, $0.24 ,466456000
8/6/2010, $0.24 ,739904000
8/5/2010, $0.23 ,800504000
8/4/2010, $0.23 ,855496000
8/3/2010, $0.23 ,955444000
8/2/2010, $0.23 ,917020000
7/30/2010, $0.23 ,984288000
7/29/2010, $0.24 ,2664476000
7/28/2010, $0.26 ,1320808000
7/27/2010, $0.26 ,683472000
7/26/2010, $0.26 ,683548000
7/23/2010, $0.26 ,817604000
7/22/2010, $0.26 ,462612000
7/21/2010, $0.27 ,624940000
7/20/2010, $0.25 ,1160988000
7/19/2010, $0.25 ,798440000
7/16/2010, $0.27 ,1288604000
7/15/2010, $0.28 ,953088000
7/14/2010, $0.29 ,1355664000
7/13/2010, $0.27 ,723316000
7/12/2010, $0.26 ,565396000
7/9/2010, $0.26 ,571516000
7/8/2010, $0.27 ,783272000
7/7/2010, $0.25 ,608412000
7/6/2010, $0.26 ,712020000
7/2/2010, $0.26 ,737096000
7/1/2010, $0.26 ,737008000
6/30/2010, $0.26 ,623072000
6/29/2010, $0.27 ,660808000
6/28/2010, $0.28 ,372008000
6/25/2010, $0.28 ,507220000
6/24/2010, $0.29 ,725028000
6/23/2010, $0.29 ,614060000
6/22/2010, $0.30 ,818164000
6/21/2010, $0.31 ,579836000
6/18/2010, $0.31 ,932832000
6/17/2010, $0.30 ,859068000
6/16/2010, $0.30 ,366480000
6/15/2010, $0.29 ,528632000
6/14/2010, $0.29 ,375080000
6/11/2010, $0.28 ,442104000
6/10/2010, $0.28 ,611768000
6/9/2010, $0.28 ,697152000
6/8/2010, $0.29 ,967636000
6/7/2010, $0.30 ,577248000
6/4/2010, $0.31 ,671456000
6/3/2010, $0.31 ,586360000
6/2/2010, $0.32 ,649088000
6/1/2010, $0.32 ,527492000
5/28/2010, $0.34 ,545116000
5/27/2010, $0.33 ,713560000
5/26/2010, $0.33 ,995028000
5/25/2010, $0.30 ,966652000
5/24/2010, $0.32 ,664564000
5/21/2010, $0.30 ,1069600000
5/20/2010, $0.31 ,1129136000
5/19/2010, $0.31 ,826520000
5/18/2010, $0.33 ,674112000
5/17/2010, $0.32 ,856060000
5/14/2010, $0.34 ,2493068000
5/13/2010, $0.37 ,1252000000
5/12/2010, $0.36 ,901236000
5/11/2010, $0.36 ,829124000
5/10/2010, $0.37 ,979156000
5/7/2010, $0.36 ,1153712000
5/6/2010, $0.36 ,1002888000
5/5/2010, $0.36 ,1330840000
5/4/2010, $0.38 ,1311376000
5/3/2010, $0.39 ,1078972000
4/30/2010, $0.41 ,1068048000
4/29/2010, $0.41 ,987128000
4/28/2010, $0.40 ,672164000
4/27/2010, $0.41 ,606704000
4/26/2010, $0.41 ,491092000
4/23/2010, $0.42 ,752916000
4/22/2010, $0.41 ,656932000
4/21/2010, $0.43 ,895908000
4/20/2010, $0.43 ,678188000
4/19/2010, $0.42 ,1094492000
4/16/2010, $0.43 ,1917736000
4/15/2010, $0.45 ,957596000
4/14/2010, $0.45 ,900720000
4/13/2010, $0.43 ,648696000
4/12/2010, $0.43 ,546460000
4/9/2010, $0.42 ,817572000
4/8/2010, $0.43 ,1037600000
4/7/2010, $0.42 ,817468000
4/6/2010, $0.43 ,809260000
4/5/2010, $0.43 ,413636000
4/1/2010, $0.44 ,339664000
3/31/2010, $0.44 ,389840000
3/30/2010, $0.44 ,324104000
3/29/2010, $0.44 ,394456000
3/26/2010, $0.44 ,344676000
3/25/2010, $0.44 ,495184000
3/24/2010, $0.44 ,436252000
3/23/2010, $0.44 ,493612000
3/22/2010, $0.43 ,435336000
3/19/2010, $0.44 ,584612000
3/18/2010, $0.45 ,740964000
3/17/2010, $0.45 ,651168000
3/16/2010, $0.43 ,664988000
3/15/2010, $0.43 ,358904000
3/12/2010, $0.43 ,520352000
3/11/2010, $0.44 ,540660000
3/10/2010, $0.44 ,418520000
3/9/2010, $0.43 ,830832000
3/8/2010, $0.43 ,439312000
3/5/2010, $0.41 ,632832000
3/4/2010, $0.42 ,557396000
3/3/2010, $0.42 ,399300000
3/2/2010, $0.43 ,538648000
3/1/2010, $0.41 ,555868000
2/26/2010, $0.41 ,393396000
2/25/2010, $0.40 ,576972000
2/24/2010, $0.41 ,445868000
2/23/2010, $0.42 ,489764000
2/22/2010, $0.42 ,458084000
2/19/2010, $0.42 ,510548000
2/18/2010, $0.42 ,1515508000
2/17/2010, $0.45 ,876560000
2/16/2010, $0.44 ,457024000
2/12/2010, $0.43 ,780212000
2/11/2010, $0.42 ,695980000
2/10/2010, $0.40 ,535828000
2/9/2010, $0.41 ,930144000
2/8/2010, $0.40 ,445160000
2/5/2010, $0.40 ,604856000
2/4/2010, $0.42 ,783480000
2/3/2010, $0.41 ,562296000
2/2/2010, $0.41 ,849812000
2/1/2010, $0.39 ,949832000
1/29/2010, $0.41 ,774700000
1/28/2010, $0.42 ,687764000
1/27/2010, $0.41 ,812504000
1/26/2010, $0.42 ,714636000
1/25/2010, $0.42 ,643676000
1/22/2010, $0.42 ,1067916000
1/21/2010, $0.43 ,608632000
1/20/2010, $0.43 ,719728000
1/19/2010, $0.42 ,545328000
1/15/2010, $0.44 ,818192000
1/14/2010, $0.44 ,608524000
1/13/2010, $0.44 ,508868000
1/12/2010, $0.45 ,627432000
1/11/2010, $0.47 ,556612000
1/8/2010, $0.46 ,478168000
1/7/2010, $0.47 ,547792000
1/6/2010, $0.47 ,649168000
1/5/2010, $0.46 ,728648000
1/4/2010, $0.46 ,800204000
12/31/2009, $0.47 ,700340000
12/30/2009, $0.45 ,704008000
12/29/2009, $0.44 ,475848000
12/28/2009, $0.45 ,465760000
12/24/2009, $0.45 ,136812000
12/23/2009, $0.45 ,442196000
12/22/2009, $0.44 ,793044000
12/21/2009, $0.42 ,427792000
12/18/2009, $0.42 ,812828000
12/17/2009, $0.42 ,1016132000
12/16/2009, $0.41 ,1683400000
12/15/2009, $0.39 ,446152000
12/14/2009, $0.39 ,405488000
12/11/2009, $0.39 ,416744000
12/10/2009, $0.40 ,417012000
12/9/2009, $0.39 ,671588000
12/8/2009, $0.40 ,1075512000
12/7/2009, $0.40 ,2732184000
12/4/2009, $0.35 ,824564000
12/3/2009, $0.35 ,660036000
12/2/2009, $0.33 ,602292000
12/1/2009, $0.33 ,461936000
11/30/2009, $0.32 ,509836000
11/27/2009, $0.32 ,279932000
11/25/2009, $0.33 ,441760000
11/24/2009, $0.32 ,418504000
11/23/2009, $0.33 ,390924000
11/20/2009, $0.32 ,426748000
11/19/2009, $0.33 ,833840000
11/18/2009, $0.34 ,455516000
11/17/2009, $0.34 ,350124000
11/16/2009, $0.34 ,402820000
11/13/2009, $0.34 ,388524000
11/12/2009, $0.34 ,505864000
11/11/2009, $0.33 ,871512000
11/10/2009, $0.34 ,781472000
11/9/2009, $0.33 ,818124000
11/6/2009, $0.33 ,1641112000
11/5/2009, $0.30 ,955156000
11/4/2009, $0.30 ,916840000
11/3/2009, $0.29 ,876472000
11/2/2009, $0.30 ,593136000
10/30/2009, $0.31 ,604144000
10/29/2009, $0.31 ,637100000
10/28/2009, $0.31 ,773632000
10/27/2009, $0.32 ,591836000
10/26/2009, $0.33 ,481652000
10/23/2009, $0.34 ,429528000
10/22/2009, $0.33 ,379328000
10/21/2009, $0.34 ,503956000
10/20/2009, $0.35 ,660180000
10/19/2009, $0.33 ,695588000
10/16/2009, $0.33 ,1018832000
10/15/2009, $0.35 ,1092196000
10/14/2009, $0.36 ,1101948000
10/13/2009, $0.35 ,602124000
10/12/2009, $0.35 ,499008000
10/9/2009, $0.35 ,618540000
10/8/2009, $0.35 ,1241524000
10/7/2009, $0.35 ,459608000
10/6/2009, $0.35 ,761272000
10/5/2009, $0.35 ,754276000
10/2/2009, $0.35 ,612476000
10/1/2009, $0.37 ,999960000
9/30/2009, $0.37 ,875956000
9/29/2009, $0.37 ,470928000
9/28/2009, $0.36 ,467708000
9/25/2009, $0.37 ,377556000
9/24/2009, $0.38 ,552876000
9/23/2009, $0.38 ,478936000
9/22/2009, $0.38 ,361388000
9/21/2009, $0.38 ,588776000
9/18/2009, $0.38 ,604740000
9/17/2009, $0.40 ,923096000
9/16/2009, $0.41 ,707064000
9/15/2009, $0.41 ,546136000
9/14/2009, $0.40 ,490516000
9/11/2009, $0.41 ,712732000
9/10/2009, $0.40 ,607952000
9/9/2009, $0.39 ,571684000
9/8/2009, $0.38 ,549712000
9/4/2009, $0.36 ,513048000
9/3/2009, $0.36 ,534020000
9/2/2009, $0.35 ,404656000
9/1/2009, $0.36 ,736856000
8/31/2009, $0.36 ,431796000
8/28/2009, $0.36 ,883992000
8/27/2009, $0.35 ,551072000
8/26/2009, $0.34 ,434308000
8/25/2009, $0.34 ,444088000
8/24/2009, $0.35 ,461456000
8/21/2009, $0.35 ,607324000
8/20/2009, $0.33 ,819840000
8/19/2009, $0.33 ,552996000
8/18/2009, $0.32 ,636200000
8/17/2009, $0.33 ,465032000
8/14/2009, $0.35 ,427148000
8/13/2009, $0.34 ,564028000
8/12/2009, $0.32 ,634940000
8/11/2009, $0.33 ,481884000
8/10/2009, $0.35 ,693312000
8/7/2009, $0.35 ,1401872000
8/6/2009, $0.34 ,957588000
8/5/2009, $0.33 ,610768000
8/4/2009, $0.33 ,695380000
8/3/2009, $0.33 ,471900000
7/31/2009, $0.32 ,541560000
7/30/2009, $0.33 ,468444000
7/29/2009, $0.32 ,373972000
7/28/2009, $0.32 ,563180000
7/27/2009, $0.32 ,677484000
7/24/2009, $0.32 ,650592000
7/23/2009, $0.31 ,1046120000
7/22/2009, $0.29 ,600908000
7/21/2009, $0.30 ,941296000
7/20/2009, $0.30 ,782756000
7/17/2009, $0.29 ,850356000
7/16/2009, $0.28 ,952076000
7/15/2009, $0.28 ,1022808000
7/14/2009, $0.26 ,452568000
7/13/2009, $0.26 ,556012000
7/10/2009, $0.26 ,520008000
7/9/2009, $0.26 ,714564000
7/8/2009, $0.25 ,1205860000
7/7/2009, $0.26 ,1072996000
7/6/2009, $0.27 ,752456000
7/2/2009, $0.27 ,552312000
7/1/2009, $0.28 ,696420000
6/30/2009, $0.29 ,589844000
6/29/2009, $0.29 ,510056000
6/26/2009, $0.28 ,513956000
6/25/2009, $0.27 ,870444000
6/24/2009, $0.27 ,515096000
6/23/2009, $0.27 ,589764000
6/22/2009, $0.28 ,574864000
6/19/2009, $0.28 ,747564000
6/18/2009, $0.28 ,566376000
6/17/2009, $0.28 ,799016000
6/16/2009, $0.28 ,594912000
6/15/2009, $0.28 ,445164000
6/12/2009, $0.29 ,595000000
6/11/2009, $0.29 ,835156000
6/10/2009, $0.29 ,833320000
6/9/2009, $0.27 ,725032000
6/8/2009, $0.27 ,473948000
6/5/2009, $0.28 ,559992000
6/4/2009, $0.26 ,673180000
6/3/2009, $0.27 ,735688000
6/2/2009, $0.27 ,907984000
6/1/2009, $0.26 ,1022764000
5/29/2009, $0.26 ,834232000
5/28/2009, $0.26 ,995288000
5/27/2009, $0.26 ,814152000
5/26/2009, $0.24 ,865540000
5/22/2009, $0.24 ,718260000
5/21/2009, $0.24 ,965600000
5/20/2009, $0.24 ,1309436000
5/19/2009, $0.23 ,859768000
5/18/2009, $0.22 ,938320000
5/15/2009, $0.21 ,780308000
5/14/2009, $0.21 ,1017864000
5/13/2009, $0.22 ,1305608000
5/12/2009, $0.24 ,1201384000
5/11/2009, $0.23 ,1038596000
5/8/2009, $0.26 ,2930564000
5/7/2009, $0.30 ,1289196000
5/6/2009, $0.30 ,935088000
5/5/2009, $0.30 ,837076000
5/4/2009, $0.30 ,927704000
5/1/2009, $0.29 ,840548000
4/30/2009, $0.28 ,1110276000
4/29/2009, $0.28 ,859668000
4/28/2009, $0.27 ,634392000
4/27/2009, $0.28 ,787024000
4/24/2009, $0.28 ,759508000
4/23/2009, $0.29 ,753952000
4/22/2009, $0.27 ,916404000
4/21/2009, $0.27 ,932184000
4/20/2009, $0.28 ,590660000
4/17/2009, $0.29 ,695764000
4/16/2009, $0.29 ,1038772000
4/15/2009, $0.28 ,1045368000
4/14/2009, $0.29 ,711960000
4/13/2009, $0.30 ,767628000
4/9/2009, $0.29 ,904412000
4/8/2009, $0.28 ,731652000
4/7/2009, $0.28 ,607804000
4/6/2009, $0.28 ,887288000
4/3/2009, $0.26 ,1003208000
4/2/2009, $0.26 ,1002860000
4/1/2009, $0.24 ,887920000
3/31/2009, $0.25 ,805272000
3/30/2009, $0.25 ,780052000
3/27/2009, $0.26 ,731892000
3/26/2009, $0.25 ,1333664000
3/25/2009, $0.25 ,1243852000
3/24/2009, $0.25 ,1114868000
3/23/2009, $0.25 ,816048000
3/20/2009, $0.26 ,1093672000
3/19/2009, $0.26 ,822648000
3/18/2009, $0.24 ,1359560000
3/17/2009, $0.24 ,1005384000
3/16/2009, $0.25 ,699344000
3/13/2009, $0.24 ,1195156000
3/12/2009, $0.23 ,1604604000
3/11/2009, $0.23 ,864916000
3/10/2009, $0.22 ,1254800000
3/9/2009, $0.21 ,682768000
3/6/2009, $0.21 ,974756000
3/5/2009, $0.21 ,955252000
3/4/2009, $0.20 ,1108668000
3/3/2009, $0.19 ,1041372000
3/2/2009, $0.20 ,700064000
2/27/2009, $0.20 ,755444000
2/26/2009, $0.21 ,1117556000
2/25/2009, $0.20 ,702360000
2/24/2009, $0.18 ,659524000
2/23/2009, $0.19 ,679548000
2/20/2009, $0.18 ,770056000
2/19/2009, $0.21 ,743988000
2/18/2009, $0.20 ,646252000
2/17/2009, $0.20 ,779576000
2/13/2009, $0.20 ,764304000
2/12/2009, $0.20 ,1024020000
2/11/2009, $0.21 ,1983400000
2/10/2009, $0.24 ,1129664000
2/9/2009, $0.25 ,716128000
2/6/2009, $0.23 ,1157880000
2/5/2009, $0.21 ,919192000
2/4/2009, $0.21 ,779232000
2/3/2009, $0.21 ,396948000
2/2/2009, $0.20 ,577992000
1/30/2009, $0.21 ,506760000
1/29/2009, $0.21 ,413128000
1/28/2009, $0.22 ,723752000
1/27/2009, $0.20 ,725300000
1/26/2009, $0.19 ,581748000
1/23/2009, $0.18 ,633616000
1/22/2009, $0.18 ,547656000
1/21/2009, $0.18 ,648472000
1/20/2009, $0.20 ,705788000
1/16/2009, $0.19 ,831324000
1/15/2009, $0.18 ,998204000
1/14/2009, $0.18 ,974908000
1/13/2009, $0.18 ,1824424000
1/12/2009, $0.20 ,645532000
1/9/2009, $0.21 ,761352000
1/8/2009, $0.21 ,1014496000
1/7/2009, $0.22 ,870096000
1/6/2009, $0.23 ,657904000
1/5/2009, $0.22 ,705736000
1/2/2009, $0.20 ,497124000
12/31/2008, $0.20 ,441580000
12/30/2008, $0.20 ,409860000
12/29/2008, $0.19 ,460168000
12/26/2008, $0.19 ,226156000
12/24/2008, $0.19 ,146616000
12/23/2008, $0.20 ,377452000
12/22/2008, $0.22 ,522464000
12/19/2008, $0.21 ,593120000
12/18/2008, $0.23 ,550808000
12/17/2008, $0.22 ,674180000
12/16/2008, $0.21 ,521940000
12/15/2008, $0.22 ,476996000
12/12/2008, $0.20 ,679268000
12/11/2008, $0.21 ,582700000
12/10/2008, $0.20 ,961124000
12/9/2008, $0.18 ,829760000
12/8/2008, $0.19 ,707992000
12/5/2008, $0.17 ,438484000
12/4/2008, $0.19 ,466292000
12/3/2008, $0.17 ,584632000
12/2/2008, $0.17 ,479988000
12/1/2008, $0.18 ,547112000
11/28/2008, $0.19 ,175248000
11/26/2008, $0.17 ,600792000
11/25/2008, $0.18 ,528256000
11/24/2008, $0.17 ,600308000
11/21/2008, $0.15 ,599064000
11/20/2008, $0.15 ,847036000
11/19/2008, $0.17 ,500220000
11/18/2008, $0.18 ,564488000
11/17/2008, $0.18 ,388224000
11/14/2008, $0.19 ,741024000
11/13/2008, $0.18 ,797228000
11/12/2008, $0.19 ,646092000
11/11/2008, $0.20 ,576484000
11/10/2008, $0.23 ,576396000
11/7/2008, $0.22 ,1132068000
11/6/2008, $0.20 ,797936000
11/5/2008, $0.22 ,787620000
11/4/2008, $0.22 ,619560000
11/3/2008, $0.22 ,723924000
10/31/2008, $0.21 ,608672000
10/30/2008, $0.22 ,657176000
10/29/2008, $0.20 ,977284000
10/28/2008, $0.18 ,849920000
10/27/2008, $0.16 ,698936000
10/24/2008, $0.15 ,798336000
10/23/2008, $0.17 ,832192000
10/22/2008, $0.18 ,600996000
10/21/2008, $0.19 ,659116000
10/20/2008, $0.20 ,595764000
10/17/2008, $0.19 ,839416000
10/16/2008, $0.18 ,1019820000
10/15/2008, $0.20 ,854064000
10/14/2008, $0.21 ,1209012000
10/13/2008, $0.18 ,916536000
10/10/2008, $0.16 ,1200252000
10/9/2008, $0.19 ,909636000
10/8/2008, $0.17 ,1219456000
10/7/2008, $0.20 ,1059984000
10/6/2008, $0.22 ,1677440000
10/3/2008, $0.24 ,915828000
10/2/2008, $0.26 ,787728000
10/1/2008, $0.26 ,557208000
9/30/2008, $0.26 ,659044000
9/29/2008, $0.28 ,975240000
9/26/2008, $0.28 ,646852000
9/25/2008, $0.28 ,588328000
9/24/2008, $0.27 ,866036000
9/23/2008, $0.28 ,821468000
9/22/2008, $0.28 ,700072000
9/19/2008, $0.29 ,1107344000
9/18/2008, $0.25 ,1611060000
